sequence,timestamp_ms,record_type,event_id,event_type,station_id,unit_id,queue_length_after,previous_state,new_state,cycle_time_ms,dark_zone_id,checkpoint_id,sensor_type,sensor_value,sensor_unit,check_type,check_result
3824,441613,SENSOR,,SENSOR_READING,S03,,,,,,,,CURRENT,14.2659,A,,
3825,441613,SENSOR,,SENSOR_READING,S03,,,,,,,,TORQUE,53.9133,Nm,,
3826,441693,SENSOR,,SENSOR_READING,S21,,,,,,,,VIBRATION,0.14234,g,,
3827,441693,SENSOR,,SENSOR_READING,S21,,,,,,,,TEMPERATURE,39.5951,C,,
3828,442083,SENSOR,,SENSOR_READING,S16,,,,,,,,VIBRATION,0.201266,g,,
3829,442083,SENSOR,,SENSOR_READING,S16,,,,,,,,TEMPERATURE,39.1889,C,,
3830,442083,SENSOR,,SENSOR_READING,S16,,,,,,,,CURRENT,1.95006,A,,
3831,442083,SENSOR,,SENSOR_READING,S16,,,,,,,,TORQUE,0.414772,Nm,,
3832,442263,SENSOR,,SENSOR_READING,S01,,,,,,,,VIBRATION,1.15218,g,,
3833,442263,SENSOR,,SENSOR_READING,S01,,,,,,,,TEMPERATURE,61.5145,C,,
3834,442263,SENSOR,,SENSOR_READING,S01,,,,,,,,CURRENT,14.6149,A,,
3835,442263,SENSOR,,SENSOR_READING,S01,,,,,,,,TORQUE,54.8735,Nm,,
3836,443191,SENSOR,,SENSOR_READING,S06,,,,,,,,VIBRATION,0.894705,g,,
3837,443191,SENSOR,,SENSOR_READING,S06,,,,,,,,TEMPERATURE,55.2672,C,,
3838,443191,SENSOR,,SENSOR_READING,S06,,,,,,,,CURRENT,12.7974,A,,
3839,443191,SENSOR,,SENSOR_READING,S06,,,,,,,,TORQUE,43.3629,Nm,,
3840,443246,SENSOR,,SENSOR_READING,S10,,,,,,,,VIBRATION,0.405584,g,,
3841,443246,SENSOR,,SENSOR_READING,S10,,,,,,,,TEMPERATURE,41.2873,C,,
3842,444240,SENSOR,,SENSOR_READING,S05,,,,,,,,VIBRATION,1.33363,g,,
3843,444240,SENSOR,,SENSOR_READING,S05,,,,,,,,TEMPERATURE,61.3368,C,,
3844,444240,SENSOR,,SENSOR_READING,S05,,,,,,,,CURRENT,14.7441,A,,
3845,444240,SENSOR,,SENSOR_READING,S05,,,,,,,,TORQUE,56.2599,Nm,,
3846,444251,SENSOR,,SENSOR_READING,S20,,,,,,,,VIBRATION,0.218519,g,,
3847,444251,SENSOR,,SENSOR_READING,S20,,,,,,,,TEMPERATURE,39.2263,C,,
3848,444251,SENSOR,,SENSOR_READING,S20,,,,,,,,CURRENT,2.29428,A,,
3849,444251,SENSOR,,SENSOR_READING,S20,,,,,,,,TORQUE,0,Nm,,
3850,444364,SENSOR,,SENSOR_READING,S25,,,,,,,,VIBRATION,0.171923,g,,
3851,444364,SENSOR,,SENSOR_READING,S25,,,,,,,,TEMPERATURE,38.4685,C,,
3852,444364,SENSOR,,SENSOR_READING,S25,,,,,,,,CURRENT,2.27408,A,,
3853,444364,SENSOR,,SENSOR_READING,S25,,,,,,,,TORQUE,0,Nm,,
3854,444452,SENSOR,,SENSOR_READING,S19,,,,,,,,VIBRATION,0.167555,g,,
3855,444452,SENSOR,,SENSOR_READING,S19,,,,,,,,TEMPERATURE,39.1058,C,,
3856,444452,SENSOR,,SENSOR_READING,S19,,,,,,,,CURRENT,2.16691,A,,
3857,444452,SENSOR,,SENSOR_READING,S19,,,,,,,,TORQUE,0.282724,Nm,,
3858,445995,STATION,EV000182,PROCESSING_COMPLETED,S09,U000002,0,PROCESSING,,38752,,,,,,,
3859,445995,STATION,EV000183,UNIT_ARRIVED,S10,U000002,1,,,,,,,,,,
3860,445995,STATION,EV000184,PROCESSING_STARTED,S10,U000002,0,STARVED,PROCESSING,47848,,,,,,,
3861,446824,SENSOR,,SENSOR_READING,S15,,,,,,,,VIBRATION,0.149827,g,,
3862,446824,SENSOR,,SENSOR_READING,S15,,,,,,,,TEMPERATURE,39.287,C,,
3863,446824,SENSOR,,SENSOR_READING,S15,,,,,,,,CURRENT,2.3113,A,,
3864,446824,SENSOR,,SENSOR_READING,S15,,,,,,,,TORQUE,0.152433,Nm,,
3865,446905,SENSOR,,SENSOR_READING,S09,,,,,,,,VIBRATION,0.450854,g,,
3866,446905,SENSOR,,SENSOR_READING,S09,,,,,,,,TEMPERATURE,43.3461,C,,
3867,447493,SENSOR,,SENSOR_READING,S14,,,,,,,,VIBRATION,0.133085,g,,
3868,447493,SENSOR,,SENSOR_READING,S14,,,,,,,,TEMPERATURE,39.202,C,,
3869,448136,SENSOR,,SENSOR_READING,S07,,,,,,,,VIBRATION,1.13397,g,,
3870,448136,SENSOR,,SENSOR_READING,S07,,,,,,,,TEMPERATURE,59.3243,C,,
3871,448136,SENSOR,,SENSOR_READING,S07,,,,,,,,CURRENT,14.2544,A,,
3872,448136,SENSOR,,SENSOR_READING,S07,,,,,,,,TORQUE,55.5024,Nm,,
3873,448665,SENSOR,,SENSOR_READING,S11,,,,,,,,VIBRATION,1.09845,g,,
3874,448665,SENSOR,,SENSOR_READING,S11,,,,,,,,TEMPERATURE,44.3862,C,,
3875,448665,SENSOR,,SENSOR_READING,S11,,,,,,,,CURRENT,14.2107,A,,
3876,448665,SENSOR,,SENSOR_READING,S11,,,,,,,,TORQUE,49.7282,Nm,,
3877,449090,SENSOR,,SENSOR_READING,S22,,,,,,,,VIBRATION,0.180732,g,,
3878,449090,SENSOR,,SENSOR_READING,S22,,,,,,,,TEMPERATURE,39.0403,C,,
3879,449090,SENSOR,,SENSOR_READING,S22,,,,,,,,CURRENT,2.18982,A,,
3880,449090,SENSOR,,SENSOR_READING,S22,,,,,,,,TORQUE,0.283213,Nm,,
3881,449331,SENSOR,,SENSOR_READING,S29,,,,,,,,VIBRATION,0.151617,g,,
3882,449331,SENSOR,,SENSOR_READING,S29,,,,,,,,TEMPERATURE,39.1262,C,,
3883,449331,SENSOR,,SENSOR_READING,S29,,,,,,,,CURRENT,2.26659,A,,
3884,449331,SENSOR,,SENSOR_READING,S29,,,,,,,,TORQUE,1.00867,Nm,,
3885,449765,SENSOR,,SENSOR_READING,S31,,,,,,,,VIBRATION,0.164687,g,,
3886,449765,SENSOR,,SENSOR_READING,S31,,,,,,,,TEMPERATURE,38.8701,C,,
3887,449831,SENSOR,,SENSOR_READING,S28,,,,,,,,VIBRATION,0.145562,g,,
3888,449831,SENSOR,,SENSOR_READING,S28,,,,,,,,TEMPERATURE,38.9083,C,,
3889,449831,SENSOR,,SENSOR_READING,S28,,,,,,,,CURRENT,2.29686,A,,
3890,449831,SENSOR,,SENSOR_READING,S28,,,,,,,,TORQUE,0.247044,Nm,,
3891,450510,SENSOR,,SENSOR_READING,S26,,,,,,,,VIBRATION,0.186991,g,,
3892,450510,SENSOR,,SENSOR_READING,S26,,,,,,,,TEMPERATURE,38.8644,C,,
3893,450510,SENSOR,,SENSOR_READING,S26,,,,,,,,CURRENT,2.31542,A,,
3894,450510,SENSOR,,SENSOR_READING,S26,,,,,,,,TORQUE,0,Nm,,
3895,450783,SENSOR,,SENSOR_READING,S12,,,,,,,,VIBRATION,0.16178,g,,
3896,450783,SENSOR,,SENSOR_READING,S12,,,,,,,,TEMPERATURE,38.9728,C,,
3897,450783,SENSOR,,SENSOR_READING,S12,,,,,,,,CURRENT,2.25591,A,,
3898,450783,SENSOR,,SENSOR_READING,S12,,,,,,,,TORQUE,0,Nm,,
3899,450954,SENSOR,,SENSOR_READING,S23,,,,,,,,VIBRATION,0.165151,g,,
3900,450954,SENSOR,,SENSOR_READING,S23,,,,,,,,TEMPERATURE,38.6419,C,,
3901,450954,SENSOR,,SENSOR_READING,S23,,,,,,,,CURRENT,2.16865,A,,
3902,450954,SENSOR,,SENSOR_READING,S23,,,,,,,,TORQUE,0,Nm,,
3903,451018,SENSOR,,SENSOR_READING,S17,,,,,,,,VIBRATION,0.142487,g,,
3904,451018,SENSOR,,SENSOR_READING,S17,,,,,,,,TEMPERATURE,39.2886,C,,
3905,451018,SENSOR,,SENSOR_READING,S17,,,,,,,,CURRENT,2.32225,A,,
3906,451018,SENSOR,,SENSOR_READING,S17,,,,,,,,TORQUE,0,Nm,,
3907,451478,SENSOR,,SENSOR_READING,S03,,,,,,,,VIBRATION,1.16204,g,,
3908,451478,SENSOR,,SENSOR_READING,S03,,,,,,,,TEMPERATURE,60.5161,C,,
3909,451478,SENSOR,,SENSOR_READING,S03,,,,,,,,CURRENT,14.6606,A,,
3910,451478,SENSOR,,SENSOR_READING,S03,,,,,,,,TORQUE,54.2887,Nm,,
3911,451487,SENSOR,,SENSOR_READING,S02,,,,,,,,VIBRATION,1.16903,g,,
3912,451487,SENSOR,,SENSOR_READING,S02,,,,,,,,TEMPERATURE,60.6677,C,,
3913,451487,SENSOR,,SENSOR_READING,S02,,,,,,,,CURRENT,14.5231,A,,
3914,451487,SENSOR,,SENSOR_READING,S02,,,,,,,,TORQUE,55.0103,Nm,,
3915,452269,SENSOR,,SENSOR_READING,S16,,,,,,,,VIBRATION,0.0971247,g,,
3916,452269,SENSOR,,SENSOR_READING,S16,,,,,,,,TEMPERATURE,39.1193,C,,
3917,452269,SENSOR,,SENSOR_READING,S16,,,,,,,,CURRENT,2.07402,A,,
3918,452269,SENSOR,,SENSOR_READING,S16,,,,,,,,TORQUE,0.100063,Nm,,
3919,452937,SENSOR,,SENSOR_READING,S01,,,,,,,,VIBRATION,1.17848,g,,
3920,452937,SENSOR,,SENSOR_READING,S01,,,,,,,,TEMPERATURE,61.6694,C,,
3921,452937,SENSOR,,SENSOR_READING,S01,,,,,,,,CURRENT,14.2218,A,,
3922,452937,SENSOR,,SENSOR_READING,S01,,,,,,,,TORQUE,55.1418,Nm,,
3923,453003,SENSOR,,SENSOR_READING,S27,,,,,,,,VIBRATION,0.167906,g,,
3924,453003,SENSOR,,SENSOR_READING,S27,,,,,,,,TEMPERATURE,39.3113,C,,
3925,453613,SENSOR,,SENSOR_READING,S06,,,,,,,,VIBRATION,1.07001,g,,
3926,453613,SENSOR,,SENSOR_READING,S06,,,,,,,,TEMPERATURE,55.9323,C,,
3927,453613,SENSOR,,SENSOR_READING,S06,,,,,,,,CURRENT,14.2598,A,,
3928,453613,SENSOR,,SENSOR_READING,S06,,,,,,,,TORQUE,52.4655,Nm,,
3929,454051,SENSOR,,SENSOR_READING,S20,,,,,,,,VIBRATION,0.215173,g,,
3930,454051,SENSOR,,SENSOR_READING,S20,,,,,,,,TEMPERATURE,39.1545,C,,
3931,454051,SENSOR,,SENSOR_READING,S20,,,,,,,,CURRENT,2.15659,A,,
3932,454051,SENSOR,,SENSOR_READING,S20,,,,,,,,TORQUE,0,Nm,,
3933,454872,SENSOR,,SENSOR_READING,S19,,,,,,,,VIBRATION,0.18627,g,,
3934,454872,SENSOR,,SENSOR_READING,S19,,,,,,,,TEMPERATURE,39.0958,C,,
3935,454872,SENSOR,,SENSOR_READING,S19,,,,,,,,CURRENT,2.42242,A,,
3936,454872,SENSOR,,SENSOR_READING,S19,,,,,,,,TORQUE,0,Nm,,
3937,455100,SENSOR,,SENSOR_READING,S25,,,,,,,,VIBRATION,0.194662,g,,
3938,455100,SENSOR,,SENSOR_READING,S25,,,,,,,,TEMPERATURE,38.7909,C,,
3939,455100,SENSOR,,SENSOR_READING,S25,,,,,,,,CURRENT,1.93612,A,,
3940,455100,SENSOR,,SENSOR_READING,S25,,,,,,,,TORQUE,0,Nm,,
3941,455201,SENSOR,,SENSOR_READING,S32,,,,,,,,VIBRATION,0.212679,g,,
3942,455201,SENSOR,,SENSOR_READING,S32,,,,,,,,TEMPERATURE,38.9536,C,,
3943,455233,SENSOR,,SENSOR_READING,S05,,,,,,,,VIBRATION,1.29876,g,,
3944,455233,SENSOR,,SENSOR_READING,S05,,,,,,,,TEMPERATURE,61.6684,C,,
3945,455233,SENSOR,,SENSOR_READING,S05,,,,,,,,CURRENT,14.5643,A,,
3946,455233,SENSOR,,SENSOR_READING,S05,,,,,,,,TORQUE,56.0788,Nm,,
3947,456698,SENSOR,,SENSOR_READING,S15,,,,,,,,VIBRATION,0.223001,g,,
3948,456698,SENSOR,,SENSOR_READING,S15,,,,,,,,TEMPERATURE,39.1344,C,,
3949,456698,SENSOR,,SENSOR_READING,S15,,,,,,,,CURRENT,2.2411,A,,
3950,456698,SENSOR,,SENSOR_READING,S15,,,,,,,,TORQUE,0,Nm,,
3951,456982,SENSOR,,SENSOR_READING,S07,,,,,,,,VIBRATION,1.17091,g,,
3952,456982,SENSOR,,SENSOR_READING,S07,,,,,,,,TEMPERATURE,59.6804,C,,
3953,456982,SENSOR,,SENSOR_READING,S07,,,,,,,,CURRENT,14.6465,A,,
3954,456982,SENSOR,,SENSOR_READING,S07,,,,,,,,TORQUE,55.3477,Nm,,
3955,458429,SENSOR,,SENSOR_READING,S22,,,,,,,,VIBRATION,0.124117,g,,
3956,458429,SENSOR,,SENSOR_READING,S22,,,,,,,,TEMPERATURE,38.7067,C,,
3957,458429,SENSOR,,SENSOR_READING,S22,,,,,,,,CURRENT,2.27823,A,,
3958,458429,SENSOR,,SENSOR_READING,S22,,,,,,,,TORQUE,0.311342,Nm,,
3959,459528,SENSOR,,SENSOR_READING,S11,,,,,,,,VIBRATION,1.19207,g,,
3960,459528,SENSOR,,SENSOR_READING,S11,,,,,,,,TEMPERATURE,46.5134,C,,
3961,459528,SENSOR,,SENSOR_READING,S11,,,,,,,,CURRENT,14.5,A,,
3962,459528,SENSOR,,SENSOR_READING,S11,,,,,,,,TORQUE,52.9405,Nm,,
3963,459880,SENSOR,,SENSOR_READING,S28,,,,,,,,VIBRATION,0.166754,g,,
3964,459880,SENSOR,,SENSOR_READING,S28,,,,,,,,TEMPERATURE,38.8532,C,,
3965,459880,SENSOR,,SENSOR_READING,S28,,,,,,,,CURRENT,2.27258,A,,
3966,459880,SENSOR,,SENSOR_READING,S28,,,,,,,,TORQUE,0.291438,Nm,,
3967,460251,SENSOR,,SENSOR_READING,S26,,,,,,,,VIBRATION,0.214113,g,,
3968,460251,SENSOR,,SENSOR_READING,S26,,,,,,,,TEMPERATURE,38.9393,C,,
3969,460251,SENSOR,,SENSOR_READING,S26,,,,,,,,CURRENT,2.19579,A,,
3970,460251,SENSOR,,SENSOR_READING,S26,,,,,,,,TORQUE,0,Nm,,
3971,460322,SENSOR,,SENSOR_READING,S29,,,,,,,,VIBRATION,0.199694,g,,
3972,460322,SENSOR,,SENSOR_READING,S29,,,,,,,,TEMPERATURE,38.9789,C,,
3973,460322,SENSOR,,SENSOR_READING,S29,,,,,,,,CURRENT,2.19691,A,,
3974,460322,SENSOR,,SENSOR_READING,S29,,,,,,,,TORQUE,0.0908293,Nm,,
3975,460425,STATION,EV000185,PROCESSING_COMPLETED,S04,U000008,1,PROCESSING,,48462,,,,,,,
3976,460425,STATION,EV000186,UNIT_ARRIVED,S05,U000008,1,,,,,,,,,,
3977,460425,STATION,EV000187,PROCESSING_STARTED,S04,U000009,0,IDLE,PROCESSING,49559,,,,,,,
3978,460866,SENSOR,,SENSOR_READING,S17,,,,,,,,VIBRATION,0.187102,g,,
3979,460866,SENSOR,,SENSOR_READING,S17,,,,,,,,TEMPERATURE,39.0403,C,,
3980,460866,SENSOR,,SENSOR_READING,S17,,,,,,,,CURRENT,2.10856,A,,
3981,460866,SENSOR,,SENSOR_READING,S17,,,,,,,,TORQUE,0.292587,Nm,,
3982,460971,SENSOR,,SENSOR_READING,S23,,,,,,,,VIBRATION,0.206597,g,,
3983,460971,SENSOR,,SENSOR_READING,S23,,,,,,,,TEMPERATURE,38.8921,C,,
3984,460971,SENSOR,,SENSOR_READING,S23,,,,,,,,CURRENT,2.26087,A,,
3985,460971,SENSOR,,SENSOR_READING,S23,,,,,,,,TORQUE,0.332528,Nm,,
3986,461036,SENSOR,,SENSOR_READING,S03,,,,,,,,VIBRATION,1.17835,g,,
3987,461036,SENSOR,,SENSOR_READING,S03,,,,,,,,TEMPERATURE,60.4211,C,,
3988,461036,SENSOR,,SENSOR_READING,S03,,,,,,,,CURRENT,14.6111,A,,
3989,461036,SENSOR,,SENSOR_READING,S03,,,,,,,,TORQUE,54.3246,Nm,,
3990,461041,STATION,EV000188,PROCESSING_COMPLETED,S01,U000013,0,PROCESSING,,31564,,,,,,,
3991,461041,STATION,EV000189,UNIT_ARRIVED,S02,U000013,2,,,,,,,,,,
3992,461041,STATION,EV000190,PROCESSING_STARTED,S01,U000014,0,IDLE,PROCESSING,37034,,,,,,,
3993,461186,SENSOR,,SENSOR_READING,S12,,,,,,,,VIBRATION,0.162423,g,,
3994,461186,SENSOR,,SENSOR_READING,S12,,,,,,,,TEMPERATURE,38.9746,C,,
3995,461186,SENSOR,,SENSOR_READING,S12,,,,,,,,CURRENT,2.24252,A,,
3996,461186,SENSOR,,SENSOR_READING,S12,,,,,,,,TORQUE,0.155359,Nm,,
3997,462476,SENSOR,,SENSOR_READING,S01,,,,,,,,VIBRATION,1.20724,g,,
3998,462476,SENSOR,,SENSOR_READING,S01,,,,,,,,TEMPERATURE,61.7342,C,,
3999,462476,SENSOR,,SENSOR_READING,S01,,,,,,,,CURRENT,14.3819,A,,
4000,462476,SENSOR,,SENSOR_READING,S01,,,,,,,,TORQUE,54.3813,Nm,,
4001,462495,SENSOR,,SENSOR_READING,S02,,,,,,,,VIBRATION,1.19919,g,,
4002,462495,SENSOR,,SENSOR_READING,S02,,,,,,,,TEMPERATURE,60.7368,C,,
4003,462495,SENSOR,,SENSOR_READING,S02,,,,,,,,CURRENT,14.4413,A,,
4004,462495,SENSOR,,SENSOR_READING,S02,,,,,,,,TORQUE,55.5622,Nm,,
4005,462770,STATION,EV000191,PROCESSING_COMPLETED,S08,U000003,1,PROCESSING,,55527,,,,,,,
4006,462770,MANUAL,,MANUAL_CHECK,S08,U000003,,,,,,,,,,VISUAL_ALIGNMENT,PASS
4007,462770,STATION,EV000192,UNIT_ARRIVED,S09,U000003,1,,,,,,,,,,
4008,462770,STATION,EV000193,PROCESSING_STARTED,S09,U000003,0,STARVED,PROCESSING,48058,,,,,,,
4009,462770,STATION,EV000194,PROCESSING_STARTED,S08,U000004,0,IDLE,PROCESSING,47877,,,,,,,
4010,462791,SENSOR,,SENSOR_READING,S16,,,,,,,,VIBRATION,0.223847,g,,
4011,462791,SENSOR,,SENSOR_READING,S16,,,,,,,,TEMPERATURE,39.1257,C,,
4012,462791,SENSOR,,SENSOR_READING,S16,,,,,,,,CURRENT,1.99278,A,,
4013,462791,SENSOR,,SENSOR_READING,S16,,,,,,,,TORQUE,0.35943,Nm,,
4014,464246,SENSOR,,SENSOR_READING,S05,,,,,,,,VIBRATION,1.26908,g,,
4015,464246,SENSOR,,SENSOR_READING,S05,,,,,,,,TEMPERATURE,61.8097,C,,
4016,464246,SENSOR,,SENSOR_READING,S05,,,,,,,,CURRENT,14.493,A,,
4017,464246,SENSOR,,SENSOR_READING,S05,,,,,,,,TORQUE,55.4396,Nm,,
4018,464318,SENSOR,,SENSOR_READING,S19,,,,,,,,VIBRATION,0.195648,g,,
4019,464318,SENSOR,,SENSOR_READING,S19,,,,,,,,TEMPERATURE,39.1789,C,,
4020,464318,SENSOR,,SENSOR_READING,S19,,,,,,,,CURRENT,2.29948,A,,
4021,464318,SENSOR,,SENSOR_READING,S19,,,,,,,,TORQUE,0.0470896,Nm,,
4022,464534,SENSOR,,SENSOR_READING,S20,,,,,,,,VIBRATION,0.133328,g,,
4023,464534,SENSOR,,SENSOR_READING,S20,,,,,,,,TEMPERATURE,38.9322,C,,
4024,464534,SENSOR,,SENSOR_READING,S20,,,,,,,,CURRENT,2.16523,A,,
4025,464534,SENSOR,,SENSOR_READING,S20,,,,,,,,TORQUE,0.886995,Nm,,
4026,464721,SENSOR,,SENSOR_READING,S04,,,,,,,,VIBRATION,1.15273,g,,
4027,464721,SENSOR,,SENSOR_READING,S04,,,,,,,,TEMPERATURE,55.9996,C,,
4028,464755,SENSOR,,SENSOR_READING,S06,,,,,,,,VIBRATION,1.05996,g,,
4029,464755,SENSOR,,SENSOR_READING,S06,,,,,,,,TEMPERATURE,56.5092,C,,
4030,464755,SENSOR,,SENSOR_READING,S06,,,,,,,,CURRENT,14.4364,A,,
4031,464755,SENSOR,,SENSOR_READING,S06,,,,,,,,TORQUE,53.9543,Nm,,
4032,465409,SENSOR,,SENSOR_READING,S25,,,,,,,,VIBRATION,0.178189,g,,
4033,465409,SENSOR,,SENSOR_READING,S25,,,,,,,,TEMPERATURE,38.918,C,,
4034,465409,SENSOR,,SENSOR_READING,S25,,,,,,,,CURRENT,2.17828,A,,
4035,465409,SENSOR,,SENSOR_READING,S25,,,,,,,,TORQUE,0.68625,Nm,,
4036,466005,SENSOR,,SENSOR_READING,S07,,,,,,,,VIBRATION,1.15844,g,,
4037,466005,SENSOR,,SENSOR_READING,S07,,,,,,,,TEMPERATURE,59.8397,C,,
4038,466005,SENSOR,,SENSOR_READING,S07,,,,,,,,CURRENT,14.5939,A,,
4039,466005,SENSOR,,SENSOR_READING,S07,,,,,,,,TORQUE,55.1429,Nm,,
4040,466626,SENSOR,,SENSOR_READING,S15,,,,,,,,VIBRATION,0.178821,g,,
4041,466626,SENSOR,,SENSOR_READING,S15,,,,,,,,TEMPERATURE,39.4724,C,,
4042,466626,SENSOR,,SENSOR_READING,S15,,,,,,,,CURRENT,2.03197,A,,
4043,466626,SENSOR,,SENSOR_READING,S15,,,,,,,,TORQUE,0.420032,Nm,,
4044,468526,SENSOR,,SENSOR_READING,S22,,,,,,,,VIBRATION,0.160227,g,,
4045,468526,SENSOR,,SENSOR_READING,S22,,,,,,,,TEMPERATURE,38.5808,C,,
4046,468526,SENSOR,,SENSOR_READING,S22,,,,,,,,CURRENT,2.08237,A,,
4047,468526,SENSOR,,SENSOR_READING,S22,,,,,,,,TORQUE,0,Nm,,
4048,470008,SENSOR,,SENSOR_READING,S26,,,,,,,,VIBRATION,0.177261,g,,
4049,470008,SENSOR,,SENSOR_READING,S26,,,,,,,,TEMPERATURE,38.9224,C,,
4050,470008,SENSOR,,SENSOR_READING,S26,,,,,,,,CURRENT,2.30908,A,,
4051,470008,SENSOR,,SENSOR_READING,S26,,,,,,,,TORQUE,0,Nm,,
4052,470029,SENSOR,,SENSOR_READING,S12,,,,,,,,VIBRATION,0.185872,g,,
4053,470029,SENSOR,,SENSOR_READING,S12,,,,,,,,TEMPERATURE,39.0877,C,,
4054,470029,SENSOR,,SENSOR_READING,S12,,,,,,,,CURRENT,2.12507,A,,
4055,470029,SENSOR,,SENSOR_READING,S12,,,,,,,,TORQUE,0.0722421,Nm,,
4056,470186,SENSOR,,SENSOR_READING,S03,,,,,,,,VIBRATION,1.13033,g,,
4057,470186,SENSOR,,SENSOR_READING,S03,,,,,,,,TEMPERATURE,60.7503,C,,
4058,470186,SENSOR,,SENSOR_READING,S03,,,,,,,,CURRENT,14.5744,A,,
4059,470186,SENSOR,,SENSOR_READING,S03,,,,,,,,TORQUE,55.683,Nm,,
4060,470620,SENSOR,,SENSOR_READING,S11,,,,,,,,VIBRATION,1.21993,g,,
4061,470620,SENSOR,,SENSOR_READING,S11,,,,,,,,TEMPERATURE,48.1823,C,,
4062,470620,SENSOR,,SENSOR_READING,S11,,,,,,,,CURRENT,14.6612,A,,
4063,470620,SENSOR,,SENSOR_READING,S11,,,,,,,,TORQUE,55.4049,Nm,,
4064,470736,SENSOR,,SENSOR_READING,S21,,,,,,,,VIBRATION,0.158379,g,,
4065,470736,SENSOR,,SENSOR_READING,S21,,,,,,,,TEMPERATURE,39.323,C,,
4066,470863,STATION,EV000195,PROCESSING_COMPLETED,S06,U000006,0,PROCESSING,,37229,,,,,,,
4067,470863,STATION,EV000196,UNIT_ARRIVED,S07,U000006,1,,,,,,,,,,
4068,471069,SENSOR,,SENSOR_READING,S28,,,,,,,,VIBRATION,0.203119,g,,
4069,471069,SENSOR,,SENSOR_READING,S28,,,,,,,,TEMPERATURE,38.882,C,,
4070,471069,SENSOR,,SENSOR_READING,S28,,,,,,,,CURRENT,2.19083,A,,
4071,471069,SENSOR,,SENSOR_READING,S28,,,,,,,,TORQUE,0,Nm,,
4072,471438,SENSOR,,SENSOR_READING,S17,,,,,,,,VIBRATION,0.201765,g,,
4073,471438,SENSOR,,SENSOR_READING,S17,,,,,,,,TEMPERATURE,39.1109,C,,
4074,471438,SENSOR,,SENSOR_READING,S17,,,,,,,,CURRENT,2.22863,A,,
4075,471438,SENSOR,,SENSOR_READING,S17,,,,,,,,TORQUE,0.0456946,Nm,,
4076,471462,SENSOR,,SENSOR_READING,S29,,,,,,,,VIBRATION,0.158329,g,,
4077,471462,SENSOR,,SENSOR_READING,S29,,,,,,,,TEMPERATURE,38.8391,C,,
4078,471462,SENSOR,,SENSOR_READING,S29,,,,,,,,CURRENT,2.07141,A,,
4079,471462,SENSOR,,SENSOR_READING,S29,,,,,,,,TORQUE,0.317528,Nm,,
4080,471710,SENSOR,,SENSOR_READING,S23,,,,,,,,VIBRATION,0.187105,g,,
4081,471710,SENSOR,,SENSOR_READING,S23,,,,,,,,TEMPERATURE,38.8872,C,,
4082,471710,SENSOR,,SENSOR_READING,S23,,,,,,,,CURRENT,2.08108,A,,
4083,471710,SENSOR,,SENSOR_READING,S23,,,,,,,,TORQUE,0,Nm,,
4084,472193,SENSOR,,SENSOR_READING,S10,,,,,,,,VIBRATION,0.885032,g,,
4085,472193,SENSOR,,SENSOR_READING,S10,,,,,,,,TEMPERATURE,43.864,C,,
4086,472715,SENSOR,,SENSOR_READING,S16,,,,,,,,VIBRATION,0.240279,g,,
4087,472715,SENSOR,,SENSOR_READING,S16,,,,,,,,TEMPERATURE,39.2674,C,,
4088,472715,SENSOR,,SENSOR_READING,S16,,,,,,,,CURRENT,2.34803,A,,
4089,472715,SENSOR,,SENSOR_READING,S16,,,,,,,,TORQUE,0,Nm,,
4090,472885,SENSOR,,SENSOR_READING,S01,,,,,,,,VIBRATION,1.18467,g,,
4091,472885,SENSOR,,SENSOR_READING,S01,,,,,,,,TEMPERATURE,61.5386,C,,
4092,472885,SENSOR,,SENSOR_READING,S01,,,,,,,,CURRENT,14.5028,A,,
4093,472885,SENSOR,,SENSOR_READING,S01,,,,,,,,TORQUE,56.0292,Nm,,
4094,473187,SENSOR,,SENSOR_READING,S02,,,,,,,,VIBRATION,1.14254,g,,
4095,473187,SENSOR,,SENSOR_READING,S02,,,,,,,,TEMPERATURE,60.9145,C,,
4096,473187,SENSOR,,SENSOR_READING,S02,,,,,,,,CURRENT,14.4366,A,,
4097,473187,SENSOR,,SENSOR_READING,S02,,,,,,,,TORQUE,55.5769,Nm,,
4098,473783,SENSOR,,SENSOR_READING,S20,,,,,,,,VIBRATION,0.135309,g,,
4099,473783,SENSOR,,SENSOR_READING,S20,,,,,,,,TEMPERATURE,38.7669,C,,
4100,473783,SENSOR,,SENSOR_READING,S20,,,,,,,,CURRENT,2.37773,A,,
4101,473783,SENSOR,,SENSOR_READING,S20,,,,,,,,TORQUE,0.413621,Nm,,
4102,473968,SENSOR,,SENSOR_READING,S09,,,,,,,,VIBRATION,0.921683,g,,
4103,473968,SENSOR,,SENSOR_READING,S09,,,,,,,,TEMPERATURE,45.2774,C,,
4104,474055,SENSOR,,SENSOR_READING,S14,,,,,,,,VIBRATION,0.188113,g,,
4105,474055,SENSOR,,SENSOR_READING,S14,,,,,,,,TEMPERATURE,39.1136,C,,
4106,474178,SENSOR,,SENSOR_READING,S05,,,,,,,,VIBRATION,1.29438,g,,
4107,474178,SENSOR,,SENSOR_READING,S05,,,,,,,,TEMPERATURE,61.418,C,,
4108,474178,SENSOR,,SENSOR_READING,S05,,,,,,,,CURRENT,14.4575,A,,
